"question_id","competency","difficulty","question_type","question_text","detailed_answer","eval_point_1","eval_point_2","eval_point_3","sonnet_decision","human_label","human_note"
"GEN_DE_PIPELINES_043","DATA_PIPELINE","MEDIUM","THEORY","Bạn đang vận hành một pipeline ETL truyền thống xử lý dữ liệu bằng Apache Spark trước khi load vào Cloud Data Warehouse (như BigQuery hoặc Snowflake). Khi lượng dữ liệu tăng lên, chi phí vận hành Spark cluster ngày càng lớn và thời gian chạy kéo dài. Bạn đề xuất chuyển dịch sang mô hình ELT sử dụng dbt kết hợp với sức mạnh tính toán của chính Data Warehouse. Hãy giải thích tại sao sự chuyển dịch này giúp tối ưu hóa chi phí/hiệu năng và chỉ ra những thách thức lớn nhất khi áp dụng ELT trong trường hợp này.","1. Tối ưu chi phí/hiệu năng: ELT tận dụng cơ chế Compute/Storage separation của Modern Data Warehouse (DW). DW có khả năng tự động scale-up/scale-down cực nhanh và tối ưu hóa query engine tốt hơn việc tự duy trì một Spark cluster chạy 24/7 hoặc khởi động cluster tốn thời gian. dbt chỉ gửi câu lệnh SQL để DW thực thi, loại bỏ việc di chuyển dữ liệu ra ngoài để transform.
2. Thách thức lớn nhất:
- Chi phí truy vấn: Nếu không kiểm soát tốt (ví dụ: partition, cluster key), việc chạy dbt transform liên tục trên các bảng lớn sẽ làm tăng hóa đơn DW rất nhanh.
- Bảo mật & Trị sự dữ liệu (Governance): Dữ liệu thô (raw data/PII) được load trực tiếp vào DW trước khi transform, đòi hỏi phải thiết kế phân quyền truy cập cực kỳ nghiêm ngặt.","Giải thích được lý do tại sao kiến trúc Modern Data Warehouse (tách biệt compute/storage, auto-scaling) lại hiệu quả hơn Spark cluster tự quản lý cho các tác vụ SQL-heavy.","Nêu được lợi ích của dbt trong việc quản lý lineage, version control và biến đổi dữ liệu trực tiếp trong DW bằng SQL.","Chỉ ra các thách thức thực tế về chi phí phát sinh khi thực thi truy vấn dbt không được tối ưu và vấn đề quản lý dữ liệu thô nhạy cảm (PII).","NOT_REVIEWED","PASS",""
"GEN_DE_PIPELINES_079","DATA_PIPELINE","MEDIUM","THEORY","Khi thiết kế một ELT pipeline để load dữ liệu giao dịch hàng ngày từ một API của bên thứ ba vào Data Warehouse, làm thế nào để bạn đảm bảo tính 'Idempotency' (tính lũy đẳng) của pipeline này trong trường hợp pipeline bị lỗi giữa chừng và phải chạy lại nhiều lần trong ngày?","Tính lũy đẳng (Idempotency) đảm bảo rằng cho dù pipeline có chạy lại bao nhiêu lần với cùng một tập dữ liệu đầu vào, kết quả cuối cùng trong Data Warehouse vẫn không đổi và không phát sinh dữ liệu trùng lặp. Các bước thiết kế bao gồm:

1. Sử dụng kỹ thuật Overwrite theo Partition (phân vùng): Khi load dữ liệu vào staging table hoặc target table, phân vùng dữ liệu theo ngày (ví dụ: `partition_date`). Mỗi lần chạy lại cho ngày D, pipeline sẽ thực hiện ghi đè (INSERT OVERWRITE) toàn bộ phân vùng của ngày D, xóa bỏ dữ liệu lỗi của lần chạy trước đó.
2. Áp dụng câu lệnh MERGE (Upsert): Thay vì sử dụng INSERT đơn thuần, sử dụng câu lệnh `MERGE INTO` dựa trên một khóa duy nhất (như `transaction_id`). Nếu khóa đó đã tồn tại trong bảng đích, hệ thống sẽ cập nhật (UPDATE) trạng thái mới nhất; nếu chưa tồn tại, hệ thống sẽ chèn mới (INSERT).
3. Sử dụng Stage tạm thời (Staging Table): Dữ liệu lấy về từ API trước tiên được ghi vào một bảng tạm thời được xóa sạch sau mỗi phiên làm việc. Sau khi xác thực dữ liệu hoàn tất trên bảng tạm thời, dữ liệu mới được merge vào bảng đích chính thức để tránh việc ghi dở dang.","Định nghĩa đúng tính lũy đẳng (Idempotency) và tầm quan trọng của nó trong việc tránh trùng lặp dữ liệu khi chạy lại pipeline.","Đề xuất giải pháp sử dụng cơ chế MERGE (Upsert) dựa trên khoá định danh duy nhất (Unique Key).","Trình bày phương án phân vùng dữ liệu kết hợp ghi đè (Partition Overwrite) hoặc sử dụng Staging Table để cô lập dữ liệu lỗi.","NOT_REVIEWED","PASS",""
"GEN_DE_PIPELINES_029","DATA_PIPELINE","HARD","THEORY","Bạn đang thiết kế hệ thống CDC thời gian thực (Debezium -> Kafka -> Spark Streaming -> Apache Iceberg/Delta Lake) để cập nhật dữ liệu từ database OLTP nguồn vào Data Lakehouse. Gần đây, xuất hiện hiện tượng mất thứ tự sự kiện (out-of-order events) do lỗi mạng và phân vùng Kafka bị rebalance, dẫn đến dữ liệu đích bị sai lệch trạng thái cuối cùng (ví dụ: sự kiện UPDATE lại ghi đè lên sự kiện DELETE đến trước). Bạn hãy thiết kế giải pháp kiến trúc để xử lý triệt để vấn đề mất thứ tự sự kiện này tại tầng lưu trữ Lakehouse.","Để giải quyết triệt để vấn đề out-of-order events trong kiến trúc CDC về Lakehouse, ta cần thiết kế giải pháp đồng bộ từ Message Queue tới Storage:
1. Tầng Message Queue (Kafka): Sử dụng khóa phân vùng (Partition Key) dựa trên Khóa chính (Primary Key) của bảng nguồn để đảm bảo toàn bộ sự kiện của một bản ghi cụ thể luôn đi vào cùng một Partition của Kafka, đảm bảo thứ tự gửi-nhận cục bộ (FIFO) cho bản ghi đó.
2. Tầng Data Processing & Storage (Spark + Iceberg/Delta Lake): Khi thực hiện ghi dữ liệu dạng Upsert (MERGE INTO), không ghi đè vô điều kiện. Cần sử dụng một trường định danh thứ tự phiên bản từ DB nguồn làm nguồn đối chiếu (như LSN - Log Sequence Number của SQL Server/Postgres, hoặc `file_pos`/`binlog_pos` của MySQL, hoặc timestamp ghi nhận sự kiện gốc của DB `op_ts`).
3. Cú pháp MERGE INTO trên Lakehouse cần bổ sung mệnh đề so sánh: `WHEN MATCHED AND source.sequence_number > target.sequence_number THEN UPDATE SET ...`. Đối với trường hợp DELETE đến trước UPDATE, ta có thể áp dụng cơ chế soft-delete (đánh dấu xóa bằng cờ `is_deleted` kèm version) thay vì hard-delete trực tiếp trên bảng vật lý, nhằm giữ vết để loại bỏ các update cũ hơn đến sau.","Thiết lập cấu hình phân vùng Kafka sử dụng Primary Key làm Partition Key để đảm bảo thứ tự FIFO cho từng bản ghi riêng biệt.","Tận dụng thuộc tính hệ thống đáng tin cậy của DB nguồn (như LSN hoặc Log Position) thay vì sử dụng timestamp của hệ thống xử lý (vốn không chính xác khi có delay mạng) để làm khóa so sánh phiên bản.","Thiết kế cấu trúc câu lệnh MERGE INTO có điều kiện (conditional merge) và chiến lược xử lý DELETE (soft-delete / changelog buffer) để bỏ qua các bản ghi out-of-order phiên bản cũ hơn đến sau.","NOT_REVIEWED","PASS",""
"GEN_DE_PIPELINES_009","DATA_PIPELINE","HARD","THEORY","Bạn đang đối mặt với tình trạng 'Small Files Problem' trên S3, khiến cho các câu truy vấn phân tích ad-hoc trên Data Lakehouse (sử dụng Delta Lake) chạy cực kỳ chậm mặc dù đã partition dữ liệu theo ngày. Hãy phân tích nguyên nhân sâu xa của hiện tượng này và thiết kế một chiến lược tự động tối ưu hóa (layout optimization/compaction) cùng cách phân vùng (partition) hợp lý để giải quyết triệt để vấn đề mà không làm gián đoạn các luồng ghi dữ liệu liên tục (streaming ingestion).","Nguyên nhân sâu xa: Các tiến trình streaming ingestion (như Spark Structured Streaming) ghi dữ liệu định kỳ mỗi vài phút (micro-batch). Mỗi batch tạo ra một tập hợp các file nhỏ cho mỗi partition. Qua thời gian, một partition ngày chứa hàng chục nghìn file vài KB, gây áp lực cực lớn lên S3 metadata API (chậm do I/O overhead khi list/open file) và CPU xử lý giải nén. Giải pháp thiết kế: 1. Đánh giá lại chiến lược Partition: Tránh 'Over-partitioning'. Nếu lượng dữ liệu một ngày < 10GB, cân nhắc gộp partition (ví dụ theo tháng) hoặc không partition mà dùng Z-Order/Liquid Clustering của Delta Lake trên các cột thường xuyên filter. 2. Cơ chế Auto-Compaction: Bật tính năng 'autoOptimize.optimizeWrite' và 'autoOptimize.autoCompact' trong Delta Lake để Spark tự động gom dữ liệu thành các file lớn (~128MB - 1GB) trước khi ghi. 3. Asynchronous Compaction: Thiết lập một cron-job/orchestration chạy độc lập ngoài luồng streaming, sử dụng lệnh 'OPTIMIZE' của Delta Lake định kỳ (ví dụ mỗi giờ/cuối ngày) để gom các file nhỏ thành các file lớn hơn. Nhờ cơ chế ACID của Delta Lake (Multi-Version Concurrency Control - MVCC), lệnh OPTIMIZE có thể chạy song song với luồng ghi streaming mà không làm gián đoạn hay lock bảng.","Giải thích cặn kẽ tác động tiêu cực của 'Small Files Problem' đến metadata layer của Object Storage (S3) và cơ chế đọc của công cụ query.","Đề xuất cải tiến phương thức phân vùng (Partitioning strategy) và giải pháp thay thế như Z-Ordering hoặc Liquid Clustering.","Thiết kế luồng Compaction chạy song song (asynchronous) tận dụng tính năng ACID/MVCC để dọn dẹp file nhỏ mà không gây downtime hay xung đột ghi dữ liệu.","NOT_REVIEWED","PASS",""
"GEN_DS_NLP_056","NLP","EASY","THEORY","Phân biệt Lemmatization (Bản thể hóa) và Stemming (Tách gốc từ) trong tiền xử lý văn bản tiếng Anh. Khi nào bạn nên ưu tiên sử dụng Lemmatization thay vì Stemming?","1. Khác biệt cốt lõi:
- Stemming là quá trình cắt tỉa đuôi từ một cách thô bạo bằng các quy tắc heuristics (ví dụ: thuật toán Porter Stemmer) để đưa về dạng gốc (stem). Quá trình này diễn ra nhanh nhưng có thể tạo ra các từ không có nghĩa trong từ điển (ví dụ: 'studies' thành 'studi', 'gốc' của 'running' là 'run').
- Lemmatization là quá trình đưa từ về dạng nguyên mẫu (lemma) dựa trên việc phân tích từ loại (POS tagging) và tra cứu từ điển thực tế. Kết quả của Lemmatization luôn là một từ có nghĩa (ví dụ: 'better' thành 'good', 'studies' thành 'study').

2. Khi nào ưu tiên Lemmatization:
- Nên ưu tiên Lemmatization khi bài toán yêu cầu hiểu sâu ngữ nghĩa của từ hoặc khi kết quả đầu ra cần hiển thị cho người dùng cuối (như trong Chatbot, tìm kiếm thông tin ngữ nghĩa - Semantic Search).
- Khi làm việc với các ngôn ngữ có cấu trúc biến đổi hình thái từ phức tạp mà Stemming thô sơ dễ làm mất thông tin quan trọng.","Phân biệt đúng cơ chế hoạt động: Stemming dùng heuristic/quy tắc cắt đuôi, Lemmatization dùng từ điển và ngữ cảnh từ loại (POS).","Nêu được ví dụ minh họa cụ thể cho sự khác biệt kết quả giữa Stemming và Lemmatization (ví dụ: 'flies' -> 'fli' vs 'fly').","Chỉ ra được trường hợp sử dụng Lemmatization khi dự án yêu cầu giữ nguyên ngữ nghĩa chuẩn xác hoặc khi tài nguyên tính toán cho phép đánh đổi tốc độ lấy chất lượng.","NOT_REVIEWED","PASS",""
"GEN_DS_NLP_027","NLP","EASY","THEORY","Trong mô hình Word2Vec, hãy so sánh sự khác biệt về mục tiêu huấn luyện giữa hai kiến trúc CBOW (Continuous Bag of Words) và Skip-gram.","CBOW và Skip-gram là hai kiến trúc huấn luyện của Word2Vec với mục tiêu trái ngược nhau:
1. CBOW (Continuous Bag of Words): Mục tiêu là dự đoán một từ đích (target word) dựa trên các từ ngữ cảnh xung quanh nó (context words). Mô hình nhận đầu vào là các từ ngữ cảnh và cố gắng tối đa hóa xác suất xuất hiện của từ ở giữa.
2. Skip-gram: Mục tiêu ngược lại hoàn toàn, mô hình nhận đầu vào là một từ đơn lẻ (target word) và cố gắng dự đoán các từ ngữ cảnh xung quanh nó.
Về hiệu năng thực tế, Skip-gram hoạt động tốt hơn với các tập dữ liệu nhỏ và biểu diễn tốt hơn cho các từ hiếm (rare words) vì nó tạo ra nhiều cặp huấn luyện hơn từ cùng một cửa sổ ngữ cảnh, trong khi CBOW huấn luyện nhanh hơn và mượt mà hơn đối với các từ phổ biến.","Trình bày rõ cơ chế của CBOW: Dùng ngữ cảnh (context) để dự đoán từ đích (target).","Trình bày rõ cơ chế của Skip-gram: Dùng từ đích (target) để dự đoán các từ ngữ cảnh (context).","Nêu được sự khác biệt thực tế về hiệu năng hoặc tốc độ huấn luyện giữa hai kiến trúc.","NOT_REVIEWED","PASS",""
"GEN_DS_NLP_055","NLP","MEDIUM","THEORY","Bạn đang xây dựng một hệ thống phân loại ý kiến khách hàng (Sentiment Analysis) cho một ứng dụng thương mại điện tử tại Việt Nam. Dữ liệu thu thập từ bình luận chứa rất nhiều từ viết tắt (vd: 'ko', 'k', 'dc', 'hok'), teencode, và emoji. Bạn sẽ thiết kế pipeline tiền xử lý văn bản (preprocessing pipeline) như thế nào để xử lý triệt để các vấn đề này?","Đối với dữ liệu bình luận thương mại điện tử tiếng Việt, pipeline tiền xử lý cần được thiết kế chuyên biệt như sau:
1. Chuẩn hóa Teencode và Từ viết tắt: Xây dựng hoặc sử dụng một bộ từ điển ánh xạ (mapping dictionary) để chuyển đổi các teencode và từ viết tắt phổ biến về dạng chuẩn (ví dụ: {'ko': 'không', 'k': 'không', 'dc': 'được', 'hok': 'không'}).
2. Xử lý Emoji và Biểu tượng cảm xúc: Emoji mang thông tin cảm xúc cực kỳ mạnh mẽ. Thay vì xóa bỏ, ta nên chuyển đổi emoji thành văn bản tương ứng (ví dụ: '😊' -> 'vui', '😭' -> 'buồn') bằng thư viện như `emoji` hoặc bộ từ điển tự định nghĩa. 
3. Chuẩn hóa dấu câu tiếng Việt và Tokenization: Sử dụng các thư viện như Underthesea hoặc PyVi để phân tách từ tiếng Việt đúng cách (ví dụ: 'điện thoại' thành 1 token thay vì 'điện' và 'thoại'). Đồng thời, chuẩn hóa đặt dấu kiểu cũ/mới (ví dụ: 'hòa' và 'hoà').
4. Xử lý ký tự lặp lại vô nghĩa: Loại bỏ bớt các ký tự lặp kéo dài (ví dụ: 'quáaaa đẹpppp' -> 'quá đẹp') bằng Regex để tránh làm loãng từ điển vector.","Đề xuất giải pháp sử dụng bộ từ điển ánh xạ (mapping dictionary) để chuẩn hóa teencode và viết tắt tiếng Việt.","Đưa ra phương án xử lý emoji thông minh (chuyển đổi thành text tương ứng để giữ thông tin cảm xúc thay vì xóa bỏ).","Áp dụng công cụ tokenization chuyên biệt cho tiếng Việt (như Underthesea, PyVi) và đề xuất xử lý các ký tự lặp kéo dài bằng regex.","NOT_REVIEWED","PASS",""
"GEN_DS_NLP_017","NLP","MEDIUM","THEORY","Bạn đang xây dựng hệ thống phân loại văn bản (text classification) cho các tài liệu pháp lý chuyên ngành có độ dài rất lớn (trung bình hơn 1000 từ mỗi văn bản). Tài nguyên tính toán của bạn bị giới hạn. Bạn sẽ ưu tiên chọn giải pháp biểu diễn văn bản dựa trên TF-IDF kết hợp với một mô hình ML truyền thống (như SVM) hay sử dụng Pre-trained Transformer (như BERT) kết hợp Neural Network? Hãy phân tích các trade-off để đưa ra lựa chọn.","Trong kịch bản này, lựa chọn tối ưu hơn là TF-IDF kết hợp SVM (hoặc các mô hình ML truyền thống khác) vì các lý do sau:
1. Giới hạn độ dài đầu vào: Các mô hình Transformer tiêu chuẩn như BERT có giới hạn độ dài chuỗi đầu vào cứng nhắc (thường là 512 tokens). Văn bản pháp lý dài 1000 từ sẽ bị cắt cụt (truncated), dẫn đến mất mát thông tin quan trọng ở phần sau. Trong khi đó, TF-IDF không bị giới hạn độ dài văn bản đầu vào.
2. Tài nguyên tính toán: Tài nguyên bị giới hạn sẽ gặp khó khăn lớn khi fine-tune hoặc suy luận (inference) bằng BERT trên văn bản dài do độ phức tạp thời gian/bộ nhớ của cơ chế Self-Attention là $O(N^2)$. TF-IDF + SVM cực kỳ nhẹ, huấn luyện nhanh và tốn ít RAM/GPU.
3. Đặc trưng văn bản pháp lý: Văn bản pháp lý thường chứa các thuật ngữ chuyên ngành đặc trưng và xuất hiện lặp lại. TF-IDF rất mạnh trong việc nắm bắt các từ khóa trọng tâm (keywords) thưa thớt này mà không cần hiểu sâu ngữ cảnh thứ tự từ như BERT.
Trade-off: Chấp nhận mất đi thông tin về thứ tự từ và ngữ cảnh sâu (semantic context) của TF-IDF để đổi lấy khả năng xử lý văn bản dài, tốc độ nhanh và chi phí tính toán thấp.","Phân tích đúng giới hạn độ dài (max sequence length 512 tokens) và chi phí tính toán bậc hai $O(N^2)$ của BERT trên văn bản dài.","Giải thích được ưu điểm của TF-IDF trong việc xử lý văn bản dài không giới hạn độ dài và giữ lại các từ khóa chuyên ngành pháp lý.","Đưa ra kết luận lựa chọn TF-IDF + SVM là hợp lý dựa trên hai ràng buộc: độ dài văn bản pháp lý và tài nguyên tính toán hạn chế.","NOT_REVIEWED","PASS",""
"GEN_DS_NLP_059","NLP","HARD","THEORY","Bạn đang triển khai một mô hình BERT lớn để trích xuất thực thể (Named Entity Recognition - NER) trên môi trường production yêu cầu độ trễ (latency) cực thấp (< 20ms mỗi request). Tuy nhiên, mô hình hiện tại có kích thước quá lớn và latency trung bình lên tới 150ms. Hãy đề xuất các giải pháp kỹ thuật cụ thể ở cả cấp độ mô hình (model-level) và hệ thống (system-level) để tối ưu hóa latency mà giảm thiểu tối đa sự sụt giảm độ chính xác (F1-score).","Để giảm latency từ 150ms xuống dưới 20ms cho mô hình BERT NER, ta cần áp dụng đồng thời các giải pháp sau:

1. Các kỹ thuật tối ưu hóa cấp độ mô hình (Model-level Optimization):
- Chưng cất tri thức (Knowledge Distillation): Huấn luyện một mô hình nhỏ hơn, nông hơn (ví dụ: DistilBERT, MobileBERT hoặc TinyBERT) đóng vai trò 'Student', học lại tri thức từ mô hình BERT lớn hiện tại ('Teacher'). Kích thước mô hình có thể giảm 40-50% trong khi tốc độ tăng gấp 2-3 lần với sự sụt giảm F1-score rất ít (<1-2%).
- Lượng tử hóa (Quantization): Chuyển đổi các trọng số của mô hình từ kiểu số thực dấu phẩy động 32-bit (FP32) sang kiểu số nguyên 8-bit (INT8) hoặc FP16. Việc này giúp giảm đáng kể kích thước mô hình trên đĩa và tăng tốc độ tính toán của phần cứng (CPU/GPU) mà gần như không làm mất độ chính xác.
- Cắt tỉa mô hình (Pruning): Loại bỏ bớt các attention heads không quan trọng hoặc các trọng số có giá trị gần bằng 0.

2. Các kỹ thuật tối ưu hóa cấp độ hệ thống (System/Runtime-level Optimization):
- Sử dụng Công cụ tăng tốc suy luận (Inference Engines): Chuyển đổi mô hình BERT sang định dạng ONNX Runtime hoặc NVIDIA TensorRT. Các công cụ này thực hiện gộp các toán tử (operator fusion) và tối ưu hóa bộ nhớ đệm giúp tăng tốc suy luận cực lớn.
- Dynamic Padding: Khi suy luận theo batch, chỉ pad các câu đến độ dài cực đại của câu dài nhất trong batch hiện tại thay vì pad cứng nhắc về độ dài tối đa mặc định (ví dụ 512). Điều này giảm bớt các tính toán thừa trên các token padding.
- Caching & Batching: Áp dụng dynamic batching ở phía server (ví dụ dùng Triton Inference Server) để gom các request đơn lẻ lại xử lý song song trên GPU.","Đề xuất tối ưu cấp độ mô hình bằng Knowledge Distillation (sử dụng DistilBERT/TinyBERT) và Quantization (FP32 sang INT8/FP16) kèm giải thích cơ chế tác động đến latency.","Đề xuất tối ưu cấp độ runtime bằng cách sử dụng các framework chuyên dụng như ONNX Runtime hoặc TensorRT để gộp toán tử và tối ưu phần cứng.","Trình bày giải pháp Dynamic Padding hoặc Dynamic Batching để giảm thiểu các phép tính toán dư thừa trên GPU/CPU khi thực hiện suy luận.","NOT_REVIEWED","PASS",""
"GEN_DS_NLP_019","NLP","HARD","THEORY","Khi huấn luyện một mô hình Transformer Encoder-Decoder (ví dụ: BART) cho bài toán tóm tắt văn bản dài (Long-document Summarization), bạn gặp phải lỗi quá tải bộ nhớ (Out-Of-Memory - OOM) do độ phức tạp tính toán tăng theo hàm mũ bậc hai $O(N^2)$ của cơ chế Self-Attention khi chiều dài chuỗi $N$ tăng lên (ví dụ: $N > 4096$ tokens). Hãy giải thích bản chất kỹ thuật của vấn đề này và đề xuất ít nhất 3 giải pháp tối ưu hóa (về mặt kiến trúc hoặc kỹ thuật huấn luyện) để xử lý các chuỗi cực dài đó.","Bản chất kỹ thuật:
Trong cơ chế Scaled Dot-Product Attention tiêu chuẩn, ta thực hiện phép nhân ma trận giữa Query ($Q$) và Key ($K$) có kích thước $(N, d)$ để tạo ra ma trận Attention Score có kích thước $(N, N)$. Khi $N$ tăng lên 4096 hoặc hơn, kích thước ma trận này tăng theo bình phương ($N^2$), dẫn đến việc tiêu thụ bộ nhớ GPU tăng vọt để lưu trữ các giá trị attention map phục vụ quá trình lan truyền ngược (backpropagation).

Các giải pháp tối ưu hóa:
1. Tối ưu hóa kiến trúc Attention (Sparse/Linear Attention):
- Sử dụng Sliding Window Attention (Local Attention) kết hợp với Global Attention (như trong mô hình Longformer hoặc BigBird). Thay vì tính attention cho mọi cặp từ, mỗi token chỉ chú ý đến các token lân cận trong một cửa sổ kích thước $W$ ($O(N \times W)$).
- Sử dụng Linear Attention (như Performer) để xấp xỉ ma trận attention, giảm độ phức tạp từ $O(N^2)$ xuống $O(N)$.
2. Kỹ thuật lưu trữ bộ nhớ khi huấn luyện:
- Gradient Checkpointing: Đổi tính toán lấy bộ nhớ. Thay vì lưu toàn bộ activation của tất cả các layer trong forward pass, ta chỉ lưu một số checkpoint và tính toán lại các activation bị thiếu khi thực hiện backward pass. Giúp giảm đáng kể bộ nhớ đỉnh (peak memory).
- FlashAttention: Thuật toán tối ưu hóa tính toán Attention ở cấp độ phần cứng (SRAM/HBM của GPU), giúp tính toán chính xác Attention mà không cần ghi ma trận trung gian kích thước $N \times N$ ra bộ nhớ High Bandwidth Memory, giảm cả thời gian và bộ nhớ.
3. Huấn luyện đa độ phân giải (Truncation & Chunking) hoặc Mixed Precision:
- Sử dụng FP16/BF16 (Mixed Precision) giúp giảm một nửa dung lượng bộ nhớ lưu trữ weight và activation.
- Chunking: Chia văn bản dài thành các đoạn nhỏ (chunks), chạy encoder độc lập trên từng chunk rồi tổng hợp lại bằng mô hình phân cấp (Hierarchical Encoder).","Giải thích chính xác bản chất toán học của độ phức tạp $O(N^2)$ xuất phát từ việc tính toán và lưu trữ ma trận tương quan giữa Query và Key kích thước $N \times N$.","Đề xuất và giải thích được cơ chế giảm độ phức tạp của ít nhất một kiến trúc Attention cải tiến (ví dụ: Local/Sliding Window Attention của Longformer hoặc BigBird).","Đưa ra các giải pháp thực tế về mặt tối ưu hóa phần cứng/quá trình huấn luyện như FlashAttention, Gradient Checkpointing hoặc Mixed Precision (FP16/BF16).","NOT_REVIEWED","PASS",""
"GEN_DA_STATISTICS_053","STATISTICS_EXPERIMENTATION","EASY","THEORY","Hãy phân biệt sai lầm loại I (Type I Error) và sai lầm loại II (Type II Error) trong kiểm định giả thuyết. Trong ngữ cảnh chạy một chiến dịch marketing trực tuyến với ngân sách cực kỳ giới hạn, sai lầm nào thường được coi là nghiêm trọng hơn? Tại sao?","1. Phân biệt:
- Sai lầm loại I (Type I Error / False Positive): Bác bỏ giả thuyết không (H0) khi H0 thực sự đúng. Nghĩa là chúng ta kết luận có sự khác biệt/hiệu quả trong khi thực tế không có.
- Sai lầm loại II (Type II Error / False Negative): Không bác bỏ giả thuyết không (H0) khi H0 thực sự sai. Nghĩa là chúng ta bỏ sót một sự khác biệt/hiệu quả thực tế.

2. Trong ngữ cảnh marketing với ngân sách cực kỳ giới hạn:
Sai lầm loại I (Type I Error) thường nghiêm trọng hơn. Vì nếu mắc sai lầm loại I, doanh nghiệp sẽ tin rằng chiến dịch mới hoạt động tốt (dù thực tế không tốt) và quyết định phân bổ ngân sách hạn hẹp của mình vào đó, dẫn đến lãng phí tiền bạc vô ích. Trong khi đó, nếu mắc sai lầm loại II, doanh nghiệp chỉ đơn giản là bỏ lỡ một cơ hội cải thiện (giữ nguyên hiện trạng), không bị mất thêm chi phí cơ hội thực tế ngay lập tức.","Định nghĩa chính xác bản chất thống kê của Sai lầm loại I và Sai lầm loại II.","Xác định đúng sai lầm nguy hiểm hơn trong bối cảnh ngân sách giới hạn là Sai lầm loại I (Type I Error).","Giải thích được lý do kinh doanh hợp lý (lãng phí tài nguyên thật so với việc giữ nguyên hiện trạng).","NOT_REVIEWED","PASS",""
"GEN_DA_STATISTICS_031","STATISTICS_EXPERIMENTATION","EASY","THEORY","Hãy giải thích ý nghĩa của cụm từ 'Khoảng tin cậy 95% (95% Confidence Interval)' đối với chỉ số Doanh thu trung bình trên mỗi người dùng (ARPU) cho một stakeholder không có chuyên môn kỹ thuật. Bạn cần lưu ý tránh hiểu lầm phổ biến nào khi giải thích?","Ý nghĩa phi kỹ thuật: Khoảng tin cậy 95% của ARPU cho biết nếu chúng ta tiến hành lấy mẫu và đo lường ARPU nhiều lần trong cùng một điều kiện, thì 95% số lần đó khoảng ước lượng tính toán được sẽ chứa giá trị ARPU thực sự của toàn bộ tệp khách hàng. Một cách giải thích trực quan cho stakeholder: 'Chúng ta không thể biết chính xác 100% ARPU thực tế của toàn bộ người dùng là bao nhiêu, nhưng dựa trên dữ liệu hiện tại, chúng ta tự tin 95% rằng giá trị thực tế đó sẽ dao động trong khoảng từ [X] đến [Y] đồng'.

Hiểu lầm phổ biến cần tránh: Nghĩ rằng 'Có 95% xác suất giá trị ARPU thực tế nằm trong khoảng cụ thể [X, Y] vừa tính toán được'. Thực tế, giá trị thực tế của tổng thể là một hằng số cố định, nó chỉ có thể nằm trong khoảng đó (xác suất = 1) hoặc không nằm trong khoảng đó (xác suất = 0). Xác suất 95% ở đây là tính chất của phương pháp dựng khoảng tin cậy khi lấy mẫu lặp đi lặp lại.","Giải thích được ý nghĩa khoảng tin cậy 95% bằng ngôn từ đơn giản, dễ hiểu cho người không chuyên.","Chỉ ra được hiểu lầm phổ biến về mặt xác suất (sự khác biệt giữa xác suất của khoảng tin cậy cố định và phương pháp lấy mẫu).","Liên hệ trực tiếp được với chỉ số ARPU trong ngữ cảnh kinh doanh.","NOT_REVIEWED","PASS",""
